Compound,CAS,log_Benchmark_concentration,Activity_level,Concentrations,Responses,Endpoint,Reference,Is_viability
Rotenone,83-79-4,-1.110698297,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.05,0.05,0.05,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","13.353,6.514,9.35,9.501,2.854,7.64,6.794,4.047,7.533,8.33,21.126,27.39,12.686,25.854,23.59,11.531,33.455,24.635,38.465,43.561,19.321,46.558,45.819,33.553,53.869,51.518,53.22,52.338,60.945,57.804,57.079,59.164,51.731,54.086,55.093,60.188,57.452,52.226,59.113,63.709,67.927,69.275,68.192,69.37,72.066",TOX21_AR_BLA_Antagonist_viability,U.S. EPA ToxCast M4ID: 18192126,TRUE
Rotenone,83-79-4,-1.4710833,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-1.839,-1.246,-0.0645,-0.545,9.646,0.379,4.922,21.971,-1.451,44.378,7.877,3.988,20.946,13.56,45.391,33.537,27.865,48.793,47.155,52.641,37.346,46.438,49.309,46.474,51.621,49.365,49.511,38.017,47.541,50.619,40.77,48.947,49.933,49.927,37.774,54.242,53.572,40",TOX21_AR_LUC_MDAKB2_Agonist_3uM_Nilutamide_viability,U.S. EPA ToxCast M4ID: 34607465,TRUE
Rotenone,83-79-4,-1.386158178,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-1.178,-1.556,0.34,0.595,-3.284,-0.912,18.576,0.379,0.166,-0.0249,5.956,31.746,15.097,52.015,14.85,26.178,51.776,30.718,48.101,51.611,48.711,48.091,46.81,52.988,48.602,49.832,51.056,48.375,50.364,47.701,50.9,47.767,48.108,47.72,46.498,49.875,56.261,49.075",TOX21_AR_LUC_MDAKB2_Antagonist_0.5nM_R1881_viability,U.S. EPA ToxCast M4ID: 34549450,TRUE
Rotenone,83-79-4,-1.206209615,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","4.89,4.862,2.603,0.203,14.441,0.548,3.066,15.115,-0.548,0.685,23.689,0.297,4.18,5.354,23.65,26.4,43.92,21.418,53.031,66.428,51.116,56.448,67.11,47.351,69.192,50.145,55.671,69.194,52.1,59.197,59.351,53.651,61.632,63.346,54.107,61.077,63.01,57.804,65.37,59.332,63.705,53.935,59.839,75.352,72.594",TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881_viability,U.S. EPA ToxCast M4ID: 18246667,TRUE
Rotenone,83-79-4,1.316117183,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","1.233,5.56,2.852,4.636,-8.084,0.375,9.541,-1.894,-4.575,0.251,-1.071,-1.592,12.298,3.03,-12.095,15.483,14.53,2.917,16.237,6.607,9.446,7.274,11.052,8.282,12.784,35.902,12.666,16.184,21.792,10.558,26.392,11.736,33.227,41.93,26.315,12.566,27.95,59.493,41.525,69.877,30.543,54.241,64.162,72.689,51.397",TOX21_AhR_LUC_Agonist_viability,U.S. EPA ToxCast M4ID: 18726817,TRUE
Rotenone,83-79-4,1.483530243,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-9.14,-0.609,2.805,-7.217,1.756,0.0442,0.227,2.961,3.673,0.0951,-1.571,-0.173,-0.326,10.687,3.533,7.984,8.888,9.64,12.502,4.285,6.188,11.466,7.37,9.809,5.012,4.711,9.421,12.645,15.202,10.312,14.076,9.988,21.173,12.326,33.328,18.309,30.657,37.408,23.11,42.",TOX21_Aromatase_Inhibition_viability,U.S. EPA ToxCast M4ID: 30038214,TRUE
Rotenone,83-79-4,-0.222573178,50,"0.0006,0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","0.141,-1.207,-5.365,-1.328,-3.931,-2.4,-0.153,-5.652,-3.433,-0.62,-2.895,-0.9,-2.768,-2.748,2.484,-0.784,3.783,0.878,-1.214,15.161,12.097,15.032,17.225,23.663,23.96,23.805,30.792,34.676,37.545,27.471,33.221,37.46,38.029,42.854,38.476,45.64,48.187,50.001,42.208,52.902,49.751,54.906,56.106,57.403,53.198",TOX21_CAR_Agonist_viabillity,U.S. EPA ToxCast M4ID: 34806509,TRUE
Rotenone,83-79-4,-0.263603498,50,"0.0006,0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","-0.762,-4.064,-4.088,1.372,2.029,-0.782,1.004,-1,0.192,1.724,-2.29,-1.301,-2,-3.487,-1.137,0.27,-3.427,-3.771,2.502,8.484,1.37,16.626,19.524,18.049,24.96,28.909,23.326,36.26,26.889,36.467,37.05,35.662,37.827,39.826,41.372,42.914,44.821,44.409,44.52,51.879",TOX21_CAR_Antagonist_viability,U.S. EPA ToxCast M4ID: 34825847,TRUE
Rotenone,83-79-4,-1.723538196,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","16.974,15.349,1.724,21.968,18.972,2.393,13.868,31.492,27.249,32.921,21.501,35.823,38.85,34.034,25.321,33.797,38.564,37.205,35.182,40.643,40.82,39.298,33.685,41.377,44.699,34.814,40.309,43.697,40.504,35.721,42.505,47.408,39.745,43.178,47.103,48.911,45.034,51.405,51.099,54.59,52.83,55.948,74.618,67.117,69.193",TOX21_CASP3_CHO_viability,U.S. EPA ToxCast M4ID: 35518311,TRUE
Rotenone,83-79-4,1.632609117,50,"0.0006,0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","-5.746,-8.864,1.038,5.189,-0.492,-5.928,-3.641,1.033,0.668,-5.007,0.186,5.574,1.483,6.73,-5.19,0.664,4.364,3.09,6.672,0.478,0.322,0.988,2.709,10.286,7.119,0.43,3.96,2.873,8.603,5.51,17.162,8.774,0.162,9.308,7.557,21.002,13.194,9.131,20.776,15.588,12.911,2",TOX21_CASP3_HEPG2_viability,U.S. EPA ToxCast M4ID: 35494294,TRUE
Rotenone,83-79-4,-0.548213564,50,"0.0006,0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","0.659,-1.126,1.116,-0.0718,0.635,-2.357,1.604,-0.786,2.926,-5.276,0.955,3.746,6.728,3.524,-1,8.691,6.876,3.847,8.718,11.14,10.552,13.119,14.601,11.236,17.774,15.658,15.059,21.944,22.024,20.011,22.976,24.623,23.764,26.937,23.028,20.339,25.379,25.801,24.941,27.334,26.433,31.82,31.229,31.143,40.107",TOX21_ERR_viability,U.S. EPA ToxCast M4ID: 34874195,TRUE
Rotenone,83-79-4,-1.49757288,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","2.19,-0.326,-2.188,15.338,-1.589,2.366,22.101,3.485,0.0517,8.746,46.528,8.177,12.772,23.996,47.135,56.195,9.417,71.196,65.36,51.314,28.936,70.444,61.589,43.359,65.346,59.071,50.017,44.127,66.173,61.614,26.621,68.542,60.161,74.073,63.303,30.575,76.713,75.273,24.72,78.224,48.481,79.834,54.631,77.873,79.733",TOX21_ERa_LUC_VM7_Agonist_10nM_ICI182780_viability,U.S. EPA ToxCast M4ID: 35429376,TRUE
Rotenone,83-79-4,-0.91721463,50,"0.0006,0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","-2.255,0.211,-2.539,-3.918,-0.13,-3.539,-1.833,-1.992,1.174,-0.963,-1.402,-11.137,0.0609,1.025,-1.624,2.915,-1.545,-2.311,16.478,14.272,-0.754,9.655,18.148,21.149,28.052,10.009,15.288,26.703,14.359,21.113,36.14,13.529,20.433,23.217,33.748,10.774,13.699,21",TOX21_ERa_LUC_VM7_Antagonist_0.1nM_E2_viability,U.S. EPA ToxCast M4ID: 34845185,TRUE
Rotenone,83-79-4,-0.129596095,50,"0.0006,0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","-5,-4.191,4.111,-9.169,-3.98,10.919,2.358,6.921,-8.762,4.39,-1.825,-4.322,-6.102,1.286,11.659,0.756,1.863,7.186,-0.0219,0.513,6.437,8.277,4.862,3.15,28.866,15.28,20.251,14.69,18.926,33.364,5.588,25.776,34.941,8.649,26.204,36.899,32.144,41.102,26.313,40.51",TOX21_ERa_LUC_VM7_Antagonist_0.5nM_E2_viability,U.S. EPA ToxCast M4ID: 18517965,TRUE
Rotenone,83-79-4,-1.2069084,50,"0.002,0.002,0.002,0.004,0.004,0.004,0.01,0.01,0.01,0.02,0.02,0.02,0.05,0.05,0.05,0.1,0.1,0.1,0.2,0.2,0.2,0.6,0.6,0.6,1,1,1,3,3,3,6,6,6,10,10,10,30,30,30,70,70,70,200,200,200","-4.936,0.402,0.421,2.026,-0.206,0.0166,0.212,11.36,1.8,6.542,13.444,15.124,23.044,21.628,30.72,20.903,40.774,32.812,23.633,41.856,57.723,50.18,25.946,44.696,59.501,25.194,51.743,56.133,27.245,45.541,33.716,58.391,66.103,28.267,48.598,61.379,64.947,33.405,",TOX21_H2AX_HTRF_CHO_viability,U.S. EPA ToxCast M4ID: 34880115,TRUE
Rotenone,83-79-4,1.187774455,50,"0.0006,0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","-4.418,-7.167,-1.983,0.359,4.341,6.357,-1.314,-0.0501,-11.185,-3.036,4.871,2.991,3.124,4.093,0.777,5.871,6.899,2.564,11.656,2.896,1.217,4.929,15.997,3.965,5.693,17.858,9.932,12.297,18.998,4.495,3.296,14.665,12.806,17.135,30.442,19.613,19.911,30.654,26.822",TOX21_MMP_viability,U.S. EPA ToxCast M4ID: 18649335,TRUE
Rotenone,83-79-4,-0.050609993,50,"0.0006,0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","-2.549,0,-0.923,-3.397,-1.694,1.271,-5.029,-13.757,-4.813,4.692,-2.966,1.635,0.749,-1.109,-5.069,0.207,4.873,5.771,-1.313,5.271,10.51,-0.253,7.78,5.704,6.259,4.474,12.44,12.368,18.255,10.936,12.371,18.365,18.846,16.118,20.405,15.381,19.934,15.651,19.174,1",TOX21_PGC_ERR_viability,U.S. EPA ToxCast M4ID: 34972131,TRUE
Rotenone,83-79-4,-1.43062609,50,"0.0006,0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","-0.82,0.943,3.527,-0.083,4.512,0.934,2.014,1.762,11.234,15.512,14.73,13.999,23.047,22.838,23.109,31.621,29.392,28.808,31.073,36.63,31.468,31.889,40.492,39.192,38.731,37.527,41.185,43.835,44.514,43.314,45.776,47.069,8.999,46.319,45.942,48.618,52.426,49.881",TOX21_PXR_viability,U.S. EPA ToxCast M4ID: 35445947,TRUE
Rotenone,83-79-4,0.170555059,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","1.899,-0.702,0.102,1.888,0.331,-1.311,5.419,0.542,1.051,0.589,3.387,1.114,1.282,1.074,0.0858,1.928,3.603,6.377,7.597,0.771,0.148,3.975,6.861,5.759,7.421,8.517,4.584,11.286,11.743,12.049,14.171,15.831,9.833,17.589,19.795,12.334,22.651,20.278,12.15,20.44,17.874,25.172,15.076,19.662,19.696",TOX21_RAR_LUC_Agonist_viability,U.S. EPA ToxCast M4ID: 19404221,TRUE
Rotenone,83-79-4,0.967828679,50,"0.0006,0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","2.101,0.107,-0.7,-0.143,-0.0113,2.623,-0.792,-0.9,-5.533,5.006,1.964,3.502,-3.133,1.774,0.553,3.176,5.512,1.139,7.462,6.78,2.126,0.697,8.163,3.077,6.578,4.744,1.544,3.85,0.0227,8.062,1.115,13.777,11.588,9.905,9.934,5.356,15.365,17.474,10.495,21.081,22.669,16.921,24.08,22.137,26.08",TOX21_RAR_LUC_Antagonist_viability,U.S. EPA ToxCast M4ID: 34632463,TRUE
Rotenone,83-79-4,-0.632644079,50,"0.001,0.002,0.005,0.01,0.02,0.06,0.1,0.3,0.6,1,3,7,20,30,80","5.912,0.867,5.027,-0.0541,7.873,23.544,29.363,25.231,29.432,36.668,40.403,40.731,41.332,47.766,58.346",TOX21_RT_HEK293_GLO_08hr_viability,U.S. EPA ToxCast M4ID: 35054170,TRUE
Rotenone,83-79-4,-1.696803943,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","1.467,1.892,16.114,21.152,39.54,40.91,45.469,49.191,48.619,44.057,49.771,61.556,61.894,59.884,67.023",TOX21_RT_HEK293_GLO_16hr_viability,U.S. EPA ToxCast M4ID: 35061930,TRUE
Rotenone,83-79-4,-1.809668302,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","3.371,7.384,18.378,28.205,42.865,44.384,49.974,56.901,57.91,53.806,55.809,67.212,64.342,63.775,71.088",TOX21_RT_HEK293_GLO_24hr_viability,U.S. EPA ToxCast M4ID: 35071600,TRUE
Rotenone,83-79-4,-1.910094889,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","1.501,11.577,24.613,35.034,50.293,52.446,57.998,66.176,69.184,64.609,69.121,76.206,71.764,72.336,80.754",TOX21_RT_HEK293_GLO_32hr_viability,U.S. EPA ToxCast M4ID: 35081270,TRUE
Rotenone,83-79-4,-1.954677021,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","5.981,12.006,23.831,34.739,48.53,53.526,58.826,65.154,68.254,65.882,67.269,76.624,70.046,71.115,79.239",TOX21_RT_HEK293_GLO_40hr_viability,U.S. EPA ToxCast M4ID: 35090940,TRUE
Rotenone,83-79-4,1.553870895,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","0.759,3.677,1.216,1.396,0.0752,1.839,-15.896,-0.865,12.827,1.038,10.243,4.679,16.862,28.68,58.252",TOX21_RT_HEPG2_FLO_24hr_viability,U.S. EPA ToxCast M4ID: 35132511,TRUE
Rotenone,83-79-4,1.451801781,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","-1.178,-1.473,0.00403,1.141,1.782,1.337,-17.365,0.957,18.202,3.347,17.069,12.75,28.905,51.094,78.992",TOX21_RT_HEPG2_FLO_32hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35142181,TRUE
Rotenone,83-79-4,1.228349021,50,"0.0005,0.001,0.002,0.005,0.01,0.03,0.06,0.1,0.3,0.7,2,3,8,20,40","-5.447,4.323,-20.636,23.745,6.741,-0.68,7.257,2.244,8.149,18.507,29.913,48.252,21.733,16.216,87.555",TOX21_RT_HEPG2_FLO_40hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35146192,TRUE
Rotenone,83-79-4,0.418301291,50,"0.0005,0.001,0.002,0.005,0.01,0.03,0.06,0.1,0.3,0.7,2,3,8,20,40","-0.019,1.87,1.921,3.121,-2.37,0.751,2.113,1.068,1.482,0.477,12.013,15.772,18.554,23.215,26.581",TOX21_RT_HEPG2_GLO_08hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35165532,TRUE
Rotenone,83-79-4,1.414354873,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","-1.088,-0.371,-1.499,0.418,2.654,9.38,10.016,0.901,11.233,12.24,11.881,16.393,24.116,39.446,60.652",TOX21_RT_HEPG2_GLO_16hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35180861,TRUE
Rotenone,83-79-4,1.431604972,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","-0.778,-0.754,-1.517,0.471,6.04,7.603,7.998,6.923,9.599,10.453,9.371,14.262,21.169,39.7,62.32",TOX21_RT_HEPG2_GLO_24hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35441937,TRUE
Rotenone,83-79-4,1.443700974,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","-0.628,-0.768,0.149,0.389,3.662,4.984,7.089,3.638,5.445,10.085,7.877,11.783,20.082,37.49,59.504",TOX21_RT_HEPG2_GLO_32hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35190531,TRUE
Rotenone,83-79-4,1.515781149,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","-1.66,-1.096,-0.199,-0.482,2.82,3.555,6.048,5.645,5.312,6.28,5.811,7.708,16.37,31.445,55.17",TOX21_RT_HEPG2_GLO_40hr_viability,U.S. EPA ToxCast M4ID: 35200201,TRUE
Rotenone,83-79-4,1.538837548,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","5.726,0.597,-6.778,-11.19,0.799,1.558,-2.618,-0.891,-17.004,-2.894,-17.56,-20.1,-4.953,-15.974,-30.298,-13.95,-14.958,-17.798,-10.965,-1.572,-5.323,-2.476,-14.547,-17.079,-2.863,0.178,-4.339,-0.0451,0.0572,-2.534,-3.483,0.239,-6.76,27.304,0.304,8.076,4.24,10.523,24.795,41.974,12.392,18.781,55.722,31.033,25.441",TOX21_SSH_3T3_GLI3_Agonist_viability,U.S. EPA ToxCast M4ID: 35218560,TRUE
Rotenone,83-79-4,1.128915978,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-2.705,0.393,-3.422,-1.364,-8.097,-16.628,-10.005,-9.981,-4.089,-19.854,-15.158,-4.682,-26.281,-7.624,-1.753,-13.231,5.1,-25.717,-7.86,-0.762,-27.157,-27.606,-15.388,3.939,-10.147,-14.529,5.71,-13.068,4.071,2.499,43.75,-1.503,-9.327,10.801,12.582,39.554,2",TOX21_SSH_3T3_GLI3_Antagonist_viability,U.S. EPA ToxCast M4ID: 35235989,TRUE
Rotenone,83-79-4,0.730701544,50,"0.001,0.004,0.01,0.04,0.1,0.3,0.9,3,9,30,80","4.039,1.038,3.882,3.898,17.106,13.844,13.955,16.664,21.511,34.193,39.375",TOX21_TRB_BLA_Antagonist_Followup_viability,U.S. EPA ToxCast M4ID: 23195913,TRUE
Rotenone,83-79-4,0.514414921,50,"0.0006,0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","0.74,-20.775,-14.332,-14.455,1.889,0.00264,-8.808,6.332,-20.075,-5.16,3.394,-10.191,-0.404,7.843,-12.814,9.682,-23.299,-32.005,-0.611,8.806,0.938,8.827,-63.553,1.729,13.215,0.122,17.399,36.656,47.734,38.593,32.247,33.906,30.294,45.154,30.091,52.317,38.788,38.568,67.939,53.896,52.441,65.89,69.351,78.502,77.677",TOX21_TR_LUC_GH3_Antagonist_viability,U.S. EPA ToxCast M4ID: 18711064,TRUE
Rotenone,83-79-4,-0.54668166,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.05,0.05,0.05,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","-0.266,-0.882,-0.258,0.408,1.875,-1.042,-5.651,7.033,-4.539,-0.25,3.573,1.382,-3.804,0.342,7.917,14.684,16.695,4.175,3.993,10.778,29.45,15.759,20.398,12.361,18.689,31.816,29.763,23.314,22.635,40.398,34.975,26.627,24.15,36.068,38.084,26.018,33.885,24.79,37",TOX21_VDR_BLA_Agonist_viability,U.S. EPA ToxCast M4ID: 19068069,TRUE
Rotenone,83-79-4,-0.458420756,50,"0.4,0.8,2,3,6,10,20,50,100,200","0.689,0.919,1.32,1.38,1.252,1.007,0.826,0.838,1.093,1.558",APR_HepG2_MitoMembPot_24h_dn,U.S. EPA ToxCast M4ID: 30173666,FALSE
Rotenone,83-79-4,1.142013833,50,"0.4,0.8,2,3,6,10,20,50,100,200","0.00131,0.052,0.179,0.329,0.574,1.263,2.462,3.225,3.258,3.72",APR_HepG2_MitoMembPot_72h_dn,U.S. EPA ToxCast M4ID: 30196050,FALSE
Rotenone,83-79-4,-1.035269079,50,"0.00007,0.1,0.00007,0.1,0.00007,0.1,0.0003,0.3,0.0003,0.3,0.0003,0.3,0.0008,1,0.0008,1,0.0008,1,0.002,3,0.002,3,0.002,3,0.007,10,0.007,10,0.007,10,30,0.02,30,0.02,30,0.02,0.06,100,0.06,100,0.06,100,0.1,0.1,0.1,0.4,0.4,0.4,1,1,1,4,4,4,10,10,10,30,30,30,100,100,100","-0.019,0.202,-0.0212,0.257,-0.0211,0.304,-0.0067,0.427,-0.000343,0.497,-0.0132,0.535,0.00397,0.664,0.0206,0.698,0.000997,0.658,0.00986,0.684,0.0113,0.753,0.00147,0.734,0.0177,0.895,0.025,0.703,0.0473,0.824,0.772,0.0768,0.772,0.0658,0.753,0.0884,0.343,0.72",NCCT_MITO_basal_resp_rate_OCR_dn,U.S. EPA ToxCast M4ID: 30009121,FALSE
Rotenone,83-79-4,-1.166852888,50,"0.00007,0.1,0.00007,0.1,0.00007,0.1,0.0003,0.3,0.0003,0.3,0.0003,0.3,0.0008,1,0.0008,1,0.0008,1,0.002,3,0.002,3,0.002,3,10,0.007,10,0.007,10,0.007,0.02,30,0.02,30,0.02,30,100,0.06,100,0.06,100,0.06,0.1,0.1,0.1,0.4,0.4,0.4,1,1,1,4,4,4,10,10,10,30,30,30,100,100,100","0.0514,0.198,0.0429,0.187,0.115,0.193,-0.0393,0.29,0.0237,0.281,-0.0312,0.297,0.145,0.302,0.869,0.32,-0.0749,0.367,-0.0168,0.348,-0.00233,0.355,0.0571,0.388,0.948,-0.0399,0.134,-0.0201,0.695,-0.0348,-0.0289,0.472,-0.0165,0.392,-0.0119,0.445,0.401,0.197,0.36,0.614,0.392,0.175,0.221,0.301,0.157,0.278,0.882,0.679,0.226,0.267,0.269,0.231,0.851,0.355,0.772,0.242,0.265,0.256,0.249,0.254,0.33,0.341,0.283",NCCT_MITO_inhib_resp_rate_OCR_dn,U.S. EPA ToxCast M4ID: 30010214,FALSE
Rotenone,83-79-4,-1.242603971,50,"0.1,0.00007,0.1,0.00007,0.00007,0.1,0.3,0.0003,0.3,0.0003,0.3,0.0003,0.0008,0.0008,1,0.0008,1,1,3,0.002,3,0.002,3,0.002,0.007,10,0.007,10,0.007,10,30,0.02,30,0.02,30,0.02,0.06,100,0.06,100,0.06,100,0.1,0.1,0.1,0.4,0.4,0.4,1,1,1,4,4,4,10,10,10,30,30,30,100,100,100","0.485,-0.0581,0.516,-0.00786,-0.0198,0.421,0.738,-0.0162,0.763,-0.00187,0.736,-0.0606,-0.00184,-0.125,0.855,-0.0424,0.867,0.838,0.879,-0.0255,0.884,0.0479,0.879,0.0257,0.0207,0.856,0.0235,0.917,0.0343,0.961,0.905,0.118,0.867,0.172,0.88,0.143,0.535,0.842,0.575,0.884,0.499,0.896,0.625,0.594,0.618,0.892,0.861,0.783,0.837,0.82,0.833,0.847,0.942,0.846,0.932,0.835,0.855,0.853,0.835,0.851,0.851,0.866,0.856",NCCT_MITO_max_resp_rate_OCR_dn,U.S. EPA ToxCast M4ID: 30009668,FALSE
